winery,wine,year,rating,num_review,region,price,type,grapes,region_map,region_map2
Vivanco,Parcelas de Garnacha Colección Rioja 2010,2010,3.8,46,España / Rioja,36.50,Vino tinto,100 % de Grenache,Rioja,Rioja
Arínzano,Gran Vino Blanco 2004,2004,4.3,108,España / Navarra / Arínzano,89.54,Otro,100 % de Chardonnay,Navarra,Navarra
Bodega Pirineos,Señorío De Lazán Reserva 2015,2015,3.9,108,España / Aragón / Somontano,10.90,Vino tinto,"Tempranillo, Moristel",Aragón,Aragón
El Coto,Coto de Imaz Rioja Reserva 2016,2016,3.8,8762,España / Rioja / Rioja Alavesa,9.85,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Balmoral,Maravides Chardonnay 2019,2019,3.7,29,España / Castilla,7.95,Vino blanco,100 % de Chardonnay,Castilla,Castilla
Sentencia,Las Bairetas 2018,2018,4.0,27,España / Valencia,13.50,Vino blanco,Muscat of Alexandria,Valencia,Valencia
Vina Herminia,Rioja Crianza 2017,2017,3.5,85,España / Rioja,6.95,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Finca Villacreces,Pruno Ribera del Duero 2019,2019,3.7,2745,España / Castilla y León / Ribera del Duero,10.50,Vino tinto,"90 % de Tempranillo, 10 % de Cabernet Sauvignon",Castilla y León,Castilla y León
Clos d'Agon,Amic Red 2017,2017,3.7,58,España / Cataluña,15.85,Vino tinto,100 % de Garnacha,Cataluña,Cataluña
Hnos. del Villar,Oro de Castilla Verdejo 2019,2019,4.0,288,España / Castilla y León / Rueda,6.95,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Bodegas Javier San Pedro Ortega,Viuda Negra Crianza 2017,2017,3.8,232,España / Rioja,8.50,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Álvarez y Díez,Mantel Blanco Sauvignon 2013,2013,3.8,95,España / Castilla y León / Rueda,8.25,Vino blanco,Sauvignon Blanc,Castilla y León,Castilla y León
Bodegas Javier San Pedro Ortega,Viuda Negra Villahuercos 2016,2016,3.9,50,España / Rioja,16.75,Vino blanco,Tempranillo Blanco,Rioja,Rioja
Sierra Cantabria,Otoman 2015,2015,3.7,85,España / Rioja,12.44,Vino blanco,"Malvasia, Viura, Sauvignon Blanc",Rioja,Rioja
Más Que Vinos,Ercavio Tempranillo Roble 2015,2015,3.8,486,España / Castilla,7.90,Otro,100 % de Tempranillo,Castilla,Castilla
Ramón Bilbao,Edición Limitada 2016,2016,4.0,1013,España / Rioja,15.95,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Cune (CVNE),Crianza 2011,2011,3.4,4358,España / Rioja,16.50,Otro,100 % de Tempranillo,Rioja,Rioja
Izadi,Salbide Rioja 2019,2019,3.9,140,España / Rioja,6.90,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Luzon,Colección Monastrell 2018,2018,3.5,134,España / Murcia / Jumilla,3.50,Vino tinto,100 % de Monastrell,Murcia,Murcia
Clos Figueras,Font de la Figuera Tinto 2019,2019,4.1,39,España / Cataluña / Priorato,25.83,Vino tinto,100 % de Cariñena,Cataluña,Cataluña
Scala Dei,Cartoixa Priorat 2016,2016,3.9,1052,España / Cataluña / Priorato,36.45,Vino tinto,"75 % de Garnacha, 25 % de Cariñena",Cataluña,Cataluña
Telmo Rodriguez,Corriente 2018,2018,3.8,526,España / Rioja,11.60,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Celler Frisach,Sang de Corb 2017,2017,4.0,279,España / Cataluña / Terra Alta,18.80,Vino tinto,"40 % de Cariñena, 40 % de Garnacha, 20 % de Garnacha Peluda",Cataluña,Cataluña
Losada,Godello 2018,2018,4.1,206,España / Castilla y León / Bierzo,13.90,Vino blanco,100 % de Godello,Castilla y León,Castilla y León
Bodega Elias Mora,Toro 2017,2017,3.9,466,España / Castilla y León / Toro,9.80,Vino tinto,100 % de Tinta de toro,Castilla y León,Castilla y León
Dominio del Águila,Canta la Perdiz 2013,2013,4.5,51,España / Castilla y León / Ribera del Duero,295,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Atalaya,Alaya Tierra (Old Vines Vieilles Vignes) 2020,2020,4.4,162,España / Castilla / Almansa,21.90,Vino tinto,100 % de Garnacha Tintorera,Castilla,Castilla
Resalte,Resalte Expresion 2014,2014,4.3,206,España / Castilla y León / Ribera del Duero,32.90,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Vinyes del Terrer,Blanc del Terrer 2018,2018,3.9,136,España / Cataluña / Tarragona,9.90,Vino blanco,100 % de Macabeo,Cataluña,Cataluña
La Rioja Alta,Gran Reserva 890 2005,2005,4.5,3533,España / Rioja,140.90,Vino tinto,"Tempranillo, Graciano",Rioja,Rioja
Irache,Crianza 2017,2017,3.7,109,España / Navarra,7.90,Vino tinto,"Cabernet Sauvignon, Merlot",Navarra,Navarra
Vegamar,Esencia Garnacha - Syrah 2017,2017,4.2,53,España / Valencia,29.95,Vino tinto,"55 % de Garnacha, 45 % de Shiraz/Syrah",Valencia,Valencia
Pittacum,Aurea 2010,2010,4.0,267,España / Castilla y León / Bierzo,21.99,Vino tinto,100 % de Mencia,Castilla y León,Castilla y León
Bodegas Vilano,Crianza 2019,2019,4.1,146,España / Castilla y León / Ribera del Duero,9.99,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Resalte,Resalte Expresion 2010,2010,4.2,237,España / Castilla y León / Ribera del Duero,32.90,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Vizcarra,Ribera del Duero Senda del Oro 2019,2019,3.8,460,España / Castilla y León / Ribera del Duero,8.95,Vino tinto,100 % de Tinto Fino,Castilla y León,Castilla y León
Pago del Cielo,Celeste Crianza 2018,2018,4.0,4715,España / Castilla y León / Ribera del Duero,16.50,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Itsasmendi,Artizar 2013,2013,4.0,48,España / Castilla y León / Bierzo,35.85,Vino blanco,Hondarrabi Zuri,Castilla y León,Castilla y León
Pittacum,Aurea 2016,2016,4.1,50,España / Castilla y León / Bierzo,21.99,Vino tinto,100 % de Mencia,Castilla y León,Castilla y León
Bodegas Aradon,Calzadas de Aradon 2016,2016,4.0,227,España / Rioja,12.52,Vino tinto,"Tempranillo, Graciano, Garnacha",Rioja,Rioja
Viñedos do Gabián,Xanledo 2019,2019,4.1,50,España / Galicia / Ribeiro,nan,Vino tinto,100 % de Espadeiro,Galicia,Galicia
Vinsnus,SiurAlta Rouge 2019,2019,3.8,38,España / Cataluña / Tarragona / Montsant,14.45,Otro,"90 % de Garnacha, 10 % de Trepat",Cataluña,Cataluña
Astobiza,Blanco 2018,2018,3.8,547,España / País Vasco / Arabako Txakolina,9.79,Vino blanco,100 % de Hondarrabi Zuri,País Vasco,País Vasco
Martúe,Especial Campo de la Guardia 2016,2016,3.8,48,España / Castilla / Campo de la Guardia,14.25,Vino tinto,"40 % de Shiraz/Syrah, 19 % de Cabernet Sauvignon, 18 % de Petit Verdot, 17 % de Malbec, 6 % de Merlot",Castilla,Castilla
Dehesa de Los Canónigos,Crianza 2011,2011,4.1,1028,España / Castilla y León / Ribera del Duero,40,Vino tinto,"Cabernet Sauvignon, Tinto Fino",Castilla y León,Castilla y León
Hnos. del Villar,Azoe Verdejo 2019,2019,3.7,30,España / Castilla y León / Rueda,4.95,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Jordi Miró,Ennak 2020,2020,4.0,26,España / Cataluña / Terra Alta,6.51,Otro,100 % de Tempranillo,Cataluña,Cataluña
Terra d'Uro,Finca La Rana 2019,2019,4.0,66,España / Castilla y León / Toro,9.95,Vino tinto,100 % de Tinta de toro,Castilla y León,Castilla y León
Dominio del Águila,Reserva 2015,2015,4.3,489,España / Castilla y León / Ribera del Duero,59,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Bracamonte,Roble 2018,2018,3.7,50,España / Castilla y León / Ribera del Duero,7.80,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Dominio de Atauta,Torre de Golban Crianza 2014,2014,3.7,893,España / Castilla y León,10.50,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Familia Torres,Viña Esmeralda 2018,2018,4.0,7448,España / Cataluña,18.03,Vino blanco,100 % de Gewürztraminer,Cataluña,Cataluña
Emilio Moro,Finca Resalso 2017,2017,3.8,3143,España / Castilla y León / Ribera del Duero,8.60,Otro,100 % de Tempranillo,Castilla y León,Castilla y León
Finca Sandoval,Signo Bobal de Manchuela 2008,2008,3.7,67,España / Castilla / Manchuela,18.50,Vino tinto,100 % de Bobal,Castilla,Castilla
Orben,Orben 2018,2018,4.1,513,España / Rioja,18.45,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Zudugarai,Zudugarai 2020,2020,3.7,91,España / País Vasco / Getariako Txakolina,7.95,Vino blanco,Hondarrabi Zuri,País Vasco,País Vasco
Marqués de Riscal,Arienzo Rioja Crianza 2017,2017,3.8,451,España / Rioja,8.45,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Pago de Vallegarcía,Montes de Toledo Syrah 2019,2019,4.3,163,España / Castilla,21.95,Vino tinto,100 % de Shiraz/Syrah,Castilla,Castilla
Bodegas Arraez,Vividor Bobal 2019,2019,3.6,413,España / Valencia / Utiel-Requena,6.70,Vino tinto,100 % de Bobal,Valencia,Valencia
Viña Pomal,Alto de la Caseta 2016,2016,4.5,34,España / Rioja,67.16,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Dominio de la Vega,Cava Brut Expression Reserva 2019,2019,4.2,29,España / Cava,7.80,Vino espumoso,100 % de Macabeo,Cava,Cava
Telmo Rodriguez,Molino Real Mountain Blanco 2019,2019,3.9,51,España / Andalucía / Sierras de Málaga,14.80,Vino blanco,Moscatel de Alejandría,Andalucía,Andalucía
Hermanos Lurton,Tempranillo 2018,2018,3.7,317,España / Castilla y León / Toro,7.85,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Viña Salceda,Rioja Reserva 2010,2010,3.8,1121,España / Rioja,11.95,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Orowines,Kentia Albariño 2020,2020,3.8,98,España / Galicia / Rías Baixas,9.75,Otro,100 % de Albariño,Galicia,Galicia
Bodega Otazu,Otazu Premium Cuvée 2019,2019,3.8,63,España / Navarra,10.90,Otro,"35 % de Cabernet Sauvignon, 33 % de Merlot, 32 % de Tempranillo",Navarra,Navarra
R. López de Heredia,Viña Tondonia Reserva 2006,2006,4.2,7383,España / Rioja,35.90,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Mas Doix,1902 Centenary Carignan Priorat 2016,2016,4.6,44,España / Cataluña / Priorato,299,Vino tinto,100 % de Cariñena,Cataluña,Cataluña
Oliver Conti,Indispensable Negre 2020,2020,3.4,134,España / Cataluña / Empordà,5.90,Vino tinto,100 % de Garnacha Tinta,Cataluña,Cataluña
Gramona,Gessamí 2020,2020,4.2,748,España / Cataluña / Penedès,11.49,Vino blanco,"50 % de Muscat Blanc, 35 % de Sauvignon Blanc, 15 % de Gewürztraminer",Cataluña,Cataluña
Enrique Mendoza,Santa Rosa 2010,2010,4.1,158,España / Valencia / Alicante,21.15,Vino tinto,"Shiraz/Syrah, Merlot, Cabernet Sauvignon",Valencia,Valencia
Bodega Ca' di Mat,Los Peros Tinto 2018,2018,3.9,26,España / Madrid,28.50,Vino tinto,100 % de Garnacha,Madrid,Madrid
Viña Pedrosa,Cepa Gavilán Crianza Ribera del Duero 2017,2017,3.9,741,España / Castilla y León / Ribera del Duero,12.85,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Viladellops,Xarel-lo 2021,2021,3.7,37,España / Cataluña / Penedès,7.05,Vino blanco,100 % de Xarel-lo,Cataluña,Cataluña
Remírez de Ganuza,María Remírez de Ganuza 2005,2005,4.6,139,España / Rioja,234.19,Vino tinto,"Graciano, Tempranillo",Rioja,Rioja
Alta Alella,Lanius 2017,2017,4.2,81,España / Cataluña / Alella,15.75,Vino blanco,100 % de Chardonnay,Cataluña,Cataluña
Cinema,Crianza 2016,2016,4.0,41,España / Castilla y León / Ribera del Duero,10.95,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Finca Villacreces,Pruno Ribera del Duero 2012,2012,3.7,2218,España / Castilla y León / Ribera del Duero,10.50,Vino tinto,"Cabernet Sauvignon, Tempranillo",Castilla y León,Castilla y León
Ramón Bilbao,Rioja Rosado 2021,2021,3.7,308,España / Rioja,6.50,Vino rosado,"85 % de Garnacha, 15 % de Viura",Rioja,Rioja
Bodegas Martín Códax,Rías Baixas Albariño Lias 2020,2020,3.9,37,España / Galicia / Rías Baixas,18.50,Vino blanco,100 % de Albariño,Galicia,Galicia
Ederra,Rioja Reserva 2016,2016,3.7,146,España / Rioja,9.75,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Bodegas Amaren,Ángeles de Amaren Tempranillo - Graciano 2017,2017,4.1,341,España / Rioja,17.23,Vino tinto,"85 % de Tempranillo, 15 % de Graciano",Rioja,Rioja
Gramona,Font Jui Xarel-lo 2017,2017,3.9,48,España / Cataluña / Penedès,14,Vino blanco,100 % de Xarel-lo,Cataluña,Cataluña
Viña Salceda,Rioja Crianza 2018,2018,3.7,792,España / Rioja,6.90,Vino tinto,"95 % de Tempranillo, 3 % de Graciano, 2 % de Mazuelo",Rioja,Rioja
Bodegas Valduero,Ribera Del Duero Crianza 2016,2016,4.0,1305,España / Castilla y León / Ribera del Duero,20.51,Vino tinto,100 % de Tinto Fino,Castilla y León,Castilla y León
Familia Torres,Viña Esmeralda 2019,2019,4.1,6430,España / Cataluña,8.40,Vino blanco,100 % de Gewürztraminer,Cataluña,Cataluña
Viñedos de Páganos,La Nieta 2019,2019,4.7,118,España / Rioja,110,Otro,100 % de Tempranillo,Rioja,Rioja
Baronia,Com Gat i Gos Red 2020,2020,3.4,25,España / Cataluña / Tarragona / Montsant,5.50,Vino tinto,100 % de Garnacha,Cataluña,Cataluña
Beronia,Rioja Edición Limitada 2016,2016,4.0,122,España / Rioja,10.60,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Yllera,9 Meses en Barrica Roble Tempranillo 2019,2019,3.5,71,España / Castilla y León / Ribera del Duero,5.50,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Bodega Akutain,Reserva 2015,2015,4.4,27,España / Rioja,21.90,Vino tinto,"95 % de Tempranillo, 3 % de Garnacha, 2 % de Viura",Rioja,Rioja
Señorío de Sarria,Reserva Especial 2014,2014,4.0,146,España / Navarra,29.60,Vino tinto,100 % de Cabarnet Sauvignon,Navarra,Navarra
El Escocés Volante,The Cup & Rings Godello 2016,2016,3.7,69,España / Galicia / Monterrei,8.90,Vino blanco,100 % de Godello,Galicia,Galicia
Bodegas El Nido,El Nido 2018,2018,4.8,246,España / Murcia / Jumilla,215.90,Otro,"70 % de Monastrell, 30 % de Cabernet Sauvignon",Murcia,Murcia
Garciarevalo,Casamaro Verdejo 2021,2021,3.7,84,España / Castilla y León / Rueda,5.51,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Dominio do Bibei,Refu 2018,2018,4.1,33,España / Galicia / Ribeiro,10.85,Vino blanco,100 % de Treixadura,Galicia,Galicia
Finca La Capilla,La Capilla Crianza 2016,2016,3.9,465,España / Castilla y León / Ribera del Duero,17.50,Vino tinto,100 % de Tinta del Pais,Castilla y León,Castilla y León
Vinessens - Casa Balaguer,Sein 2018,2018,3.8,148,España / Valencia / Alicante,10.90,Vino tinto,"60 % de Monastrell, 40 % de Shiraz/Syrah",Valencia,Valencia
Adega Familiar Eladio Piñeiro,Envidiacochina (Tête de Cuvée) 2020,2020,4.2,419,España / Galicia / Rías Baixas,21.70,Vino blanco,100 % de Albariño,Galicia,Galicia
Orben,Orben 2019,2019,4.0,55,España / Rioja,18.45,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Sumarroca,Terral 2016,2016,3.5,272,España / Cataluña / Penedès,12.25,Vino tinto,"Shiraz/Syrah, Merlot, Cabernet Sauvignon, Cabernet Franc",Cataluña,Cataluña
Martinet,Clos Martinet 2013,2013,4.3,195,España / Cataluña / Priorato,62.40,Vino tinto,"53 % de Garnacha, 20 % de Shiraz/Syrah, 15 % de Cariñena, 8 % de Merlot, 4 % de Cabernet Sauvignon",Cataluña,Cataluña
Mas Doix,Doix 2015,2015,4.4,104,España / Cataluña / Priorato,89.90,Vino tinto,"55 % de Cariñena, 45 % de Garnacha",Cataluña,Cataluña
Pagos del Rey,Pulpo Albariño 2021,2021,4.0,153,España / Galicia,8.99,Vino blanco,100 % de Albariño,Galicia,Galicia
Eguía,Gran Reserva Rioja 2011,2011,3.3,134,España / Rioja,12.47,Vino tinto,100 % de Tempranillo,Rioja,Rioja
4 Kilos Vinícola,12 Volts 2016,2016,3.9,982,España / Islas Baleares / Mallorca / Binissalem-Mallorca,16.25,Vino tinto,"Shiraz/Syrah, Merlot, Cabernet Sauvignon",Islas Baleares,Islas Baleares
Portia,Ebeia Roble 2019,2019,4.0,25,España / Castilla y León / Ribera del Duero,13.25,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Vinyes dels Aspres,Oriol dels Aspres Blanc 2021,2021,3.7,48,España / Cataluña / Empordà,8.30,Otro,Grenache Blanc,Cataluña,Cataluña
Viña Olabarri,Reserva 2016,2016,3.6,131,España / Rioja,10.50,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Vinsnus,SiurAlta Orange 2021,2021,3.7,61,España / Cataluña / Tarragona / Montsant,14.06,Vino blanco,"Garnacha, Malvasia, Cariñena",Cataluña,Cataluña
Montebuena,Clos Montebuena Reserva 2015,2015,3.6,48,España / Rioja,13,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Adegas Galegas,Veigadares 2017,2017,3.8,27,España / Galicia / Rías Baixas,19.75,Vino blanco,"Albariño, Loureiro, Treixadura",Galicia,Galicia
Raúl Pérez,Ultreia Valtuille Mencía 2019,2019,4.3,102,España / Castilla y León / Bierzo,45.90,Vino tinto,100 % de Mencia,Castilla y León,Castilla y León
AT Roca,Sileo 2020,2020,3.7,78,España / Cataluña / Tarragona / Montsant,9.10,Vino tinto,"90 % de Garnacha, 10 % de Cariñena",Cataluña,Cataluña
Viña Real,Barrel Fermented Blanco Rioja 2020,2020,3.5,83,España / Rioja,8.10,Vino blanco,100 % de Viura,Rioja,Rioja
Viñas del Vero,Chardonnay Somontano 2018,2018,3.7,530,España / Aragón / Somontano,8.20,Otro,100 % de Chardonnay,Aragón,Aragón
Venus la Universal,Venus 2016,2016,4.0,126,España / Cataluña / Tarragona / Montsant,35.90,Vino tinto,100 % de Macabeo,Cataluña,Cataluña
Peique,Selección Familiar 2015,2015,3.9,31,España / Castilla y León / Bierzo,27.66,Vino tinto,100 % de Mencia,Castilla y León,Castilla y León
Descendientes de J. Palacios,Pétalos 2017,2017,3.9,4387,España / Castilla y León / Bierzo,14.25,Vino tinto,100 % de Mencia,Castilla y León,Castilla y León
VALENCISO,Rioja Reserva 2011,2011,4.1,1372,España / Rioja,41.50,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Peique,Mencía 2019,2019,3.4,51,España / Castilla y León / Bierzo,5.95,Vino tinto,100 % de Mencia,Castilla y León,Castilla y León
Raimat,Castell de Raimat Chardonnay 2020,2020,3.6,542,España / Cataluña / Costers del Segre,6.25,Vino blanco,100 % de Chardonnay,Cataluña,Cataluña
Bodegas Ismael Arroyo,Valsotillo Reserva Selección Vinos 2014,2014,4.2,91,España / Castilla y León / Ribera del Duero,29.90,Otro,Tinta del Pais,Castilla y León,Castilla y León
Bodegas Faustino,I Gran Reserva 75 Aniversario 2012,2012,4.0,29,España / Rioja,16.90,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Bodegas Valduero,Ribera Del Duero Crianza 2015,2015,3.9,1271,España / Castilla y León / Ribera del Duero,20.51,Vino tinto,100 % de Tinto Fino,Castilla y León,Castilla y León
Bodegas Castelo de Medina,Castelo de Medina Verdejo 2019,2019,3.9,539,España / Castilla y León / Rueda,6.95,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Pradorey,Adaro 2018,2018,4.2,516,España / Castilla y León / Ribera del Duero,20.95,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Joan Sardà,Cap de Creus Corall 2020,2020,3.6,43,España / Cataluña / Empordà,8.53,Vino tinto,Samsó,Cataluña,Cataluña
Remírez de Ganuza,Rioja Blanco Reserva 2019,2019,4.2,27,España / Rioja,26.50,Vino blanco,Viura,Rioja,Rioja
Blancher,Cava de la Tieta Gran Reserva Brut Nature 2010,2010,3.8,25,España / Cava,18.90,Vino espumoso,"Macabeo, Xarel-lo, Parellada",Cava,Cava
Marqués de Murrieta,Capellanía Reserva 2016,2016,4.3,619,España / Rioja,33.99,Vino blanco,100 % de Viura,Rioja,Rioja
El Escocés Volante,Manga del Brujo 2020,2020,4.0,130,España / Aragón / Calatayud,10.95,Vino tinto,100 % de Garnacha,Aragón,Aragón
Oriol Rossell,Rocaplana Syrah 2018,2018,3.5,117,España / Cataluña / Penedès,12.20,Vino tinto,100 % de Shiraz/Syrah,Cataluña,Cataluña
Sonsierra,Crianza Vendimia Seleccionada 2018,2018,3.8,51,España / Rioja,8.85,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Viña Mayor,Ribera del Duero Crianza 2018,2018,3.7,93,España / Castilla y León / Ribera del Duero,13.90,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Viña Albina,Reserva 2016,2016,3.7,475,España / Rioja,9.85,Vino tinto,"80 % de Tempranillo, 15 % de Mazuelo, 5 % de Graciano",Rioja,Rioja
Canyelles I Batle,Pecat 2016,2016,4.2,69,España / Islas Baleares / Mallorca,37.07,Vino tinto,"Shiraz/Syrah, Cabernet Sauvignon, Merlot",Islas Baleares,Islas Baleares
Vinyes Domenech,Bancal del Bosc Blanc 2019,2019,3.7,92,España / Cataluña / Tarragona / Montsant,9.95,Otro,Garnacha Blanca,Cataluña,Cataluña
Castillo Perelada,Monastrell - Syrah Finca Espolla 2016,2016,4.2,436,España / Cataluña / Empordà,13.90,Otro,"60 % de Monastrell, 40 % de Shiraz/Syrah",Cataluña,Cataluña
Eccoci,Eccomi Crianza 2011,2011,4.0,130,España / Cataluña,21.97,Vino tinto,Marselan,Cataluña,Cataluña
Mas d'en Gil,Vi de Villa Bellmunt Priorat Tinto 2012,2012,3.8,327,España / Cataluña / Priorato,44.50,Vino tinto,"Shiraz/Syrah, Carignan, Grenache",Cataluña,Cataluña
Toro Albalá,Don PX Convento Selección 1968,1968,4.4,28,España / Andalucía / Montilla-Moriles,173,Otro,100 % de Pedro Ximenez,Andalucía,Andalucía
Marqués de Cáceres,Excellens Reserva Rioja 2016,2016,3.7,83,España / Rioja,13.75,Otro,"Tempranillo, Graciano, Garnacha",Rioja,Rioja
El Coto,Rosado 2020,2020,3.5,271,España / Rioja,5.25,Otro,"90 % de Tempranillo, 10 % de Garnacha",Rioja,Rioja
Marqués de la Concordia,Rioja Santiago Segundo Año 2020,2020,3.7,133,España / Rioja,4.60,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Bodegas Fontana,Dominio de Fontana Sauvignon Blanc - Verdejo 2020,2020,3.8,141,España / Castilla / Uclés,6.59,Vino blanco,"Sauvignon Blanc, Verdejo",Castilla,Castilla
Condado de Haza,Crianza Ribera del Duero 2019,2019,4.0,586,España / Castilla y León / Ribera del Duero,11.50,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Familia Torres,Grans Muralles 2016,2016,4.4,88,España / Cataluña / Conca de Barberà,123.76,Vino tinto,"Monastrell, Cariñena, Garnacha Tinta",Cataluña,Cataluña
Menade,Dulce Menade Sauvignon 2020,2020,4.2,116,España / Castilla y León,10.35,Vino de postre,100 % de Sauvignon Blanc,Castilla y León,Castilla y León
Hacienda López de Haro,Edicion Limitada 30 Meses 2008,2008,4.0,181,España / Rioja,31.90,Vino tinto,"Tempranillo, Grenache",Rioja,Rioja
Alvear,Palacio Quemado Crianza 2016,2016,3.7,311,Ribera del Guadiana,7.89,Vino tinto,"95 % de Tempranillo, 5 % de Cabernet Sauvignon",Ribera del Guadiana,Ribera del Guadiana
Oriol Artigas,La Canya Mas Pellisser 2019,2019,3.8,41,España / Vino de España,12.85,Otro,"Godello, Garnacha Blanca",Vino de España,Vino de España
Vinsnus,SiurAlta Gris 2019,2019,3.7,49,España / Cataluña / Tarragona / Montsant,28.60,Vino blanco,Grenache Gris,Cataluña,Cataluña
Enrique Mendoza,Shiraz Alicante 2014,2014,3.9,512,España / Valencia / Alicante,15.66,Vino tinto,100 % de Shiraz/Syrah,Valencia,Valencia
Remírez de Ganuza,Trasnocho 2013,2013,4.6,94,España / Rioja,82.75,Vino tinto,"90 % de Tempranillo, 5 % de Graciano, 5 % de Viura",Rioja,Rioja
Raimat,Turons de la Pleta 2019,2019,4.0,42,España / Cataluña / Costers del Segre,16.90,Vino blanco,100 % de Chardonnay,Cataluña,Cataluña
Luberri,Orlegi de Luberri Cosecha 2021,2021,3.8,40,España / Rioja,6.95,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Bicicletas y Peces,Verdejo 2020,2020,3.6,143,España / Castilla y León / Rueda,8.80,Vino blanco,100 % de Verdejo,Castilla y León,Castilla y León
Orben,Orben Seleccion Limitada 2019,2019,4.1,32,España / Rioja,17.95,Vino tinto,"Tempranillo, Graciano",Rioja,Rioja
Terroir Al Límit Soc. Lda,Les Tosses 2017,2017,4.5,25,España / Cataluña / Priorato,187.50,Otro,100 % de Cariñena,Cataluña,Cataluña
Gramona,III Lustros Brut Nature 2012,2012,4.1,684,España / Cava,29.50,Otro,100 % de Xarel-lo,Cava,Cava
Campillo,Crianza Rioja 2012,2012,3.7,991,España / Rioja,6.99,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Scala Dei,Cartoixa Priorat 2018,2018,3.8,424,España / Cataluña / Priorato,37.99,Otro,"Cariñena, Garnacha",Cataluña,Cataluña
Hacienda Grimon,Real de Leston Crianza 2018,2018,3.7,32,España / Rioja,6.50,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Ramón Bilbao,Rioja Viñedos de Altura 2017,2017,4.0,723,España / Rioja,15.85,Vino tinto,"50 % de Tempranillo, 50 % de Garnacha",Rioja,Rioja
Ondarre,Mayor De Ondarre Rioja Reserva 2016,2016,4.0,583,España / Rioja,25,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Francisco Barona,Tinto 2019,2019,4.3,322,España / Castilla y León / Ribera del Duero,35,Vino tinto,"Bobal, Tinto Fino, Albillo, Grenache, Monastrell, Jaen",Castilla y León,Castilla y León
Gramona,Frisant De Gel Gewürztraminer 2020,2020,4.2,32,España / Cava,13.25,Vino espumoso,Gewürztraminer,Cava,Cava
El Vínculo,Crianza 2018,2018,4.1,227,España / Castilla / La Mancha,9.75,Vino tinto,100 % de Tempranillo,Castilla,Castilla
4 Kilos Vinícola,Gallinas & Focas 2018,2018,3.9,295,España / Islas Baleares / Mallorca,21.25,Vino tinto,100 % de Manto Negro,Islas Baleares,Islas Baleares
Silice Viticultores,Blanco 2017,2017,3.9,43,España / Galicia / Ribeira Sacra,19.95,Vino blanco,"Doña Blanca, Godello, Treixadura, Palomino",Galicia,Galicia
Ramón Bilbao,Gran Reserva Rioja (Tempranillo) 2014,2014,3.9,198,España / Rioja,21.70,Vino tinto,100 % de Tempranillo,Rioja,Rioja
Avelino Vegas,100 Aniversario 2016,2016,4.2,131,España / Castilla y León,26,Vino tinto,100 % de Tempranillo,Castilla y León,Castilla y León
Volver,Alicante Bouschet by Tarima 2017,2017,4.3,723,España / Valencia / Alicante,17.15,Vino tinto,100 % de Alicante Bouschet,Valencia,Valencia
